,week,year,county,count,incidence
3287,52,2016,SK Berlin Spandau,2,27.45138804
3288,52,2016,SK Berlin Steglitz-Zehlendorf,1,16.69882737
3289,52,2016,SK Berlin Tempelhof-Schšneberg,1,14.7956961
3290,52,2016,SK Berlin Treptow-Kšpenick,1,11.3695221
3291,52,2016,SK Bielefeld,3,25.57712625
3292,52,2016,SK Bochum,2,21.07678919
3293,52,2016,SK Bonn,4,35.28034327
3294,52,2016,SK Braunschweig,2,21.32288499
3295,52,2016,SK Bremen,1,5.482339253
3296,52,2016,SK Chemnitz,1,13.08967152
3297,52,2016,SK Delmenhorst,1,40.11052678
3298,52,2016,SK Dessau-Ro§lau,1,45.76891782
3299,52,2016,SK Dortmund,3,14.40091112
3300,52,2016,SK Dresden,9,60.37347098
3301,52,2016,SK Duisburg,2,12.75992395
3302,52,2016,SK DŸsseldorf,22,132.4458274
3303,52,2016,SK Erfurt,2,26.34889595
3304,52,2016,SK Erlangen,2,57.33445731
3305,52,2016,SK Essen,4,23.05908512
3306,52,2016,SK Frankfurt (Oder),2,103.1516997
3307,52,2016,SK Frankfurt am Main,7,40.94684025
3308,52,2016,SK Freiburg i.Breisgau,3,68.66093186
3309,52,2016,SK Hagen,4,74.53221807
3310,52,2016,SK Halle,2,32.80959498
3311,52,2016,SK Hamburg,10,19.1361882
3312,52,2016,SK Hamm,2,42.32756659
3313,52,2016,SK Karlsruhe,1,8.732268643
3314,52,2016,SK Kassel,1,14.55827759
3315,52,2016,SK Kiel,1,9.073998457
3316,52,2016,SK Koblenz,3,87.89436266
3317,52,2016,SK Kšln,4,16.46385112
3318,52,2016,SK Leipzig,7,46.8232985
3319,52,2016,SK Leverkusen,2,42.25904514
3320,52,2016,SK Ludwigshafen,2,37.17824095
3321,52,2016,SK LŸbeck,2,27.96180366
3322,52,2016,SK Magdeburg,2,23.06347675
3323,52,2016,SK Mainz,3,39.66178456
3324,52,2016,SK Mannheim,5,62.72052994
3325,52,2016,SK MŸnchen,11,30.68446019
3326,52,2016,SK MŸnster,5,60.91643547
3327,52,2016,SK NeumŸnster,1,69.47929131
3328,52,2016,SK NŸrnberg,5,35.17345737
3329,52,2016,SK Oberhausen,5,73.72472938
3330,52,2016,SK Oldenburg,1,15.77190323
